row,object_id,split,class,source_group,support,paired,reference_candidate,native_gt_ce,teacher_gt_ce,native_minus_teacher_gt_ce,kl_T2,gradient_cosine
101,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:26,train,0,100MEDIA,True,True,True,0.46030163095727367,0.561464837044626,-0.10116320608735233,0.27357206885690577,-0.5826765334887062
102,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:27,train,0,100MEDIA,True,True,True,0.6369339999960545,0.7307646754515856,-0.0938306754555312,0.2198018048730961,-0.3142210034648057
103,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:28,train,0,100MEDIA,True,True,True,0.6357752791103375,0.7464646598426312,-0.11068938073229355,0.12600682663641422,-0.45685214985529304
104,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:29,train,0,100MEDIA,True,True,True,0.5254088308715112,0.5944180712241149,-0.0690092403526037,0.1406780876778147,-0.45301473124680647
105,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:30,train,0,100MEDIA,True,True,True,0.5504526111769323,0.6058754549262733,-0.055422843749340894,0.07813432031185576,-0.49867917814700874
106,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:31,train,0,100MEDIA,True,True,True,0.4463505665719302,0.463791712795437,-0.017441146223506867,0.09773542148649607,0.1818580742874065
107,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:32,train,0,100MEDIA,True,True,True,0.49472097279169414,0.5175576201343569,-0.02283664734266279,0.13931384423749754,0.17414604219950539
108,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:33,train,0,100MEDIA,True,True,True,0.6456566127606949,0.6718864796901539,-0.02622986692945921,0.10259873083120624,0.038850477472048985
109,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:34,train,0,100MEDIA,True,True,True,0.5338472034949685,0.5170631668195834,0.01678403667538511,0.1988650375711874,0.7108595288326457
110,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:35,train,0,100MEDIA,True,True,True,0.4578674543175296,0.5117482834830176,-0.053880829165487976,0.10896457822138747,-0.5754658528484459
111,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:36,train,0,100MEDIA,True,True,True,0.4330284109836387,0.6872977297148102,-0.2542693187311714,0.5553028516569534,-0.4143243371643867
112,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:37,train,0,100MEDIA,True,True,True,0.5099813652348508,0.6706258509729763,-0.1606444857381256,0.6490972398981041,-0.44887787240033233
113,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:38,train,0,100MEDIA,True,True,True,0.4249665017701522,0.5734110693366519,-0.14844456756649974,0.39935963489905235,-0.5542942714164041
114,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:39,train,0,100MEDIA,True,True,True,0.5852905166944522,0.6408998712744252,-0.055609354579972986,0.38376842527455024,-0.32849902121622504
115,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00267.jpg::gt:40,train,0,100MEDIA,True,True,True,0.7109837007870845,0.8073102344152371,-0.09632653362815269,0.32420306746729755,0.002059142102264096
